Key;HostName;HostTypeID;ActiveUser;OS;OSArchitecture;BiosSerial;SystemManufacturer;LastBootUpTime;SystemProductName;BuildNumber;ONC;Status;Kommentar;LetzteAenderung;isNew
PC-CORP-074__2B248F9;PC-CORP-074;Arbeitsstation;COMPANY\user063;Microsoft Windows 7 Professional;64-Bit;2B248F9;HP;21.01.2020 10:03:17;HP 250 G5 Notebook PC;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1059,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-075__DAFD057;PC-CORP-075;Arbeitsstation;COMPANY\user064;Microsoft Windows 7 Professional;64-Bit;DAFD057;HP;21.01.2020 08:32:57;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1061,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-076__951B726;PC-CORP-076;Arbeitsstation;COMPANY\user065;Microsoft Windows 7 Professional;64-Bit;951B726;HP;21.01.2020 09:32:41;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1062,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-077__9B4BFE8;PC-CORP-077;Arbeitsstation;COMPANY\user066;Microsoft Windows 7 Professional;64-Bit;9B4BFE8;HP;21.01.2020 09:37:41;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1063,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-078__D425074;PC-CORP-078;Arbeitsstation;COMPANY\user067;Microsoft Windows 7 Professional;64-Bit;D425074;HP;21.01.2020 09:33:51;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1064,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-079__6BC261D;PC-CORP-079;Arbeitsstation;COMPANY\user068;Microsoft Windows 7 Professional;64-Bit;6BC261D;HP;21.01.2020 09:33:45;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1065,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-080__B0200E8;PC-CORP-080;Arbeitsstation;COMPANY\user069;Microsoft Windows 7 Professional;64-Bit;B0200E8;HP;21.01.2020 09:38:47;HP ProBook 450 G3;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1066,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-081__7BA6939;PC-CORP-081;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;7BA6939;TOSHIBA;21.01.2020 09:57:27;Satellite Pro R50-B;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1067,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-082__A8B6E6A;PC-CORP-082;Arbeitsstation;COMPANY\user070;Microsoft Windows 7 Professional;64-Bit;A8B6E6A;FUJITSU;21.01.2020 05:03:27;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1068,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-083__DF88955;PC-CORP-083;Arbeitsstation;COMPANY\user071;Microsoft Windows 7 Professional;64-Bit;DF88955;FUJITSU;21.01.2020 05:03:22;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1069,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-084__C4BFE92;PC-CORP-084;Arbeitsstation;COMPANY\user072;Microsoft Windows 7 Professional;64-Bit;C4BFE92;FUJITSU;21.01.2020 05:03:14;LIFEBOOK A512;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1070,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-085__CED7BC9;PC-CORP-085;Arbeitsstation;COMPANY\user073;Microsoft Windows 7 Professional;64-Bit;CED7BC9;FUJITSU;21.01.2020 09:34:04;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1071,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-086__5F0D701;PC-CORP-086;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;5F0D701;FUJITSU;21.01.2020 09:40:45;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1072,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-087__07AC116;PC-CORP-087;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;07AC116;FUJITSU;21.01.2020 09:40:38;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1073,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-088__DE6B0E3;PC-CORP-088;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;DE6B0E3;FUJITSU;21.01.2020 09:40:52;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1074,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-089__FAE02CD;PC-CORP-089;Arbeitsstation;COMPANY\user074;Microsoft Windows 7 Professional;64-Bit;FAE02CD;FUJITSU;21.01.2020 10:02:12;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1075,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-090__418D575;PC-CORP-090;Arbeitsstation;COMPANY\user075;Microsoft Windows 7 Professional;64-Bit;418D575;FUJITSU;21.01.2020 09:32:15;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1076,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-091__8AB7C95;PC-CORP-091;Arbeitsstation;COMPANY\user076;Microsoft Windows 7 Professional;64-Bit;8AB7C95;FUJITSU;21.01.2020 09:32:32;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1077,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-092__FF14037;PC-CORP-092;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;FF14037;FUJITSU;21.01.2020 09:42:13;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1078,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-093__3B358A8;PC-CORP-093;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;3B358A8;FUJITSU;21.01.2020 09:42:16;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1079,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-094__80FD1D3;PC-CORP-094;Arbeitsstation;COMPANY\user077;Microsoft Windows 7 Professional;64-Bit;80FD1D3;FUJITSU;21.01.2020 09:33:46;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1080,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-095__3D65C7C;PC-CORP-095;Arbeitsstation;COMPANY\user078;Microsoft Windows 7 Professional;64-Bit;3D65C7C;FUJITSU;21.01.2020 09:36:49;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1081,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-096__1B1AFF6;PC-CORP-096;Arbeitsstation;COMPANY\user079;Microsoft Windows 7 Professional;64-Bit;1B1AFF6;FUJITSU;21.01.2020 09:42:20;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1082,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-097__2489492;PC-CORP-097;Arbeitsstation;COMPANY\user080;Microsoft Windows 7 Professional;64-Bit;2489492;FUJITSU;21.01.2020 09:32:19;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1083,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-098__35AD228;PC-CORP-098;Arbeitsstation;COMPANY\user081;Microsoft Windows 7 Professional;64-Bit;35AD228;FUJITSU;21.01.2020 09:33:55;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1084,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-099__E1E54B3;PC-CORP-099;Arbeitsstation;COMPANY\user082;Microsoft Windows 7 Professional;64-Bit;E1E54B3;FUJITSU;21.01.2020 09:37:18;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1085,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-100__71F5DF1;PC-CORP-100;Arbeitsstation;COMPANY\user083;Microsoft Windows 7 Professional;64-Bit;71F5DF1;FUJITSU;21.01.2020 09:33:04;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1086,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-101__56450DC;PC-CORP-101;Arbeitsstation;COMPANY\user084;Microsoft Windows 7 Professional;64-Bit;56450DC;FUJITSU;21.01.2020 09:32:50;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1087,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-102__BF02042;PC-CORP-102;Arbeitsstation;COMPANY\user085;Microsoft Windows 7 Professional;64-Bit;BF02042;FUJITSU;21.01.2020 09:32:58;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1088,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-103__2CD0833;PC-CORP-103;Arbeitsstation;COMPANY\user086;Microsoft Windows 7 Professional;64-Bit;2CD0833;FUJITSU;21.01.2020 09:33:31;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1089,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-104__9342E10;PC-CORP-104;Arbeitsstation;COMPANY\user087;Microsoft Windows 7 Professional;64-Bit;9342E10;FUJITSU;21.01.2020 09:32:04;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1090,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-105__62FB4AA;PC-CORP-105;Arbeitsstation;COMPANY\user088;Microsoft Windows 7 Professional;64-Bit;62FB4AA;FUJITSU;21.01.2020 09:33:25;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1091,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-106__1C83693;PC-CORP-106;Arbeitsstation;COMPANY\user089;Microsoft Windows 7 Professional;64-Bit;1C83693;FUJITSU;21.01.2020 09:33:24;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1092,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-107__9DC2408;PC-CORP-107;Arbeitsstation;COMPANY\user090;Microsoft Windows 7 Professional;64-Bit;9DC2408;FUJITSU;21.01.2020 09:33:36;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1093,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-108__469E2C3;PC-CORP-108;Arbeitsstation;COMPANY\user091;Microsoft Windows 7 Professional;64-Bit;469E2C3;FUJITSU;21.01.2020 09:37:16;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1094,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-109__1D9B027;PC-CORP-109;Arbeitsstation;COMPANY\user092;Microsoft Windows 7 Professional;64-Bit;1D9B027;FUJITSU;21.01.2020 09:38:46;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1095,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-110__BE5B4ED;PC-CORP-110;Arbeitsstation;COMPANY\user093;Microsoft Windows 7 Professional;64-Bit;BE5B4ED;FUJITSU;21.01.2020 09:36:00;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1096,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-111__1377EF8;PC-CORP-111;Arbeitsstation;COMPANY\user086;Microsoft Windows 7 Professional;64-Bit;1377EF8;FUJITSU;21.01.2020 07:50:44;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1097,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-112__C8CD303;PC-CORP-112;Arbeitsstation;COMPANY\user094;Microsoft Windows 7 Professional;64-Bit;C8CD303;FUJITSU;21.01.2020 09:33:17;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1098,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-113__C9650ED;PC-CORP-113;Arbeitsstation;COMPANY\user095;Microsoft Windows 7 Professional;64-Bit;C9650ED;FUJITSU;21.01.2020 07:50:42;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1099,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-114__F798A07;PC-CORP-114;Arbeitsstation;COMPANY\user096;Microsoft Windows 7 Professional;64-Bit;F798A07;FUJITSU;21.01.2020 09:33:07;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1100,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-115__3B4DF0E;PC-CORP-115;Arbeitsstation;COMPANY\user097;Microsoft Windows 7 Professional;64-Bit;3B4DF0E;FUJITSU;21.01.2020 09:38:30;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1101,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-116__4B537D2;PC-CORP-116;Arbeitsstation;COMPANY\user098;Microsoft Windows 7 Professional;64-Bit;4B537D2;FUJITSU;21.01.2020 09:32:55;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1102,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-117__DA4A9D5;PC-CORP-117;Arbeitsstation;COMPANY\user099;Microsoft Windows 7 Professional;64-Bit;DA4A9D5;FUJITSU;21.01.2020 09:36:10;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1103,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-118__CCABEF5;PC-CORP-118;Arbeitsstation;COMPANY\user100;Microsoft Windows 7 Professional;64-Bit;CCABEF5;FUJITSU;21.01.2020 09:42:28;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1104,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-119__4318B7D;PC-CORP-119;Arbeitsstation;COMPANY\user101;Microsoft Windows 7 Professional;64-Bit;4318B7D;FUJITSU;21.01.2020 08:53:17;ESPRIMO E400;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1105,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-120__;PC-CORP-120;Arbeitsstation;COMPANY\user102;Microsoft Windows 7 Professional;64-Bit;;FUJITSU;21.01.2020 09:34:00;D2990-A2;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1106,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-121__D7202C4;PC-CORP-121;Arbeitsstation;COMPANY\user103;Microsoft Windows 10 Education;64-Bit;D7202C4;FUJITSU;21.01.2020 09:29:56;ESPRIMO E900;15063;[11,1]\[11,2]\[16,4]\[16,5]\[1108,6]\[Allgemein,130]\[Microsoft Windows 10 Education,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-122__8576474;PC-CORP-122;Arbeitsstation;COMPANY\user104;Microsoft Windows 7 Professional;64-Bit;8576474;VMware, Inc.;30.10.2019 15:25:28;VMware Virtual Platform;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1109,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-123__09326F7;PC-CORP-123;Arbeitsstation;COMPANY\user105;Microsoft Windows 7 Professional;64-Bit;09326F7;FUJITSU;30.10.2019 15:46:37;ESPRIMO E420;7601;[11,1]\[11,2]\[16,4]\[16,5]\[1110,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-124__FE05AB1;PC-CORP-124;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;FE05AB1;FUJITSU;29.01.2020 13:07:57;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1134,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-125__2691F22;PC-CORP-125;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;2691F22;FUJITSU;29.01.2020 13:07:58;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1135,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-126__662AF99;PC-CORP-126;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;662AF99;FUJITSU;29.01.2020 13:07:57;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1136,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-127__928D7EB;PC-CORP-127;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;928D7EB;FUJITSU;29.01.2020 13:08:04;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1137,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-128__CFF6A21;PC-CORP-128;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;CFF6A21;FUJITSU;29.01.2020 13:07:55;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1138,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-129__1AF8C9B;PC-CORP-129;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;1AF8C9B;FUJITSU;29.01.2020 13:08:02;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1139,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-130__E1D8ACE;PC-CORP-130;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;E1D8ACE;FUJITSU;29.01.2020 13:08:01;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1140,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-131__83DC233;PC-CORP-131;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;83DC233;FUJITSU;29.01.2020 13:08:01;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1141,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-132__6D2C8E0;PC-CORP-132;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;6D2C8E0;FUJITSU;29.01.2020 13:08:03;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1142,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-133__63E1099;PC-CORP-133;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;63E1099;FUJITSU;29.01.2020 13:07:59;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1143,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-134__EAB42AD;PC-CORP-134;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;EAB42AD;FUJITSU;29.01.2020 13:07:56;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1144,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-135__11CFBED;PC-CORP-135;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;11CFBED;FUJITSU;29.01.2020 13:07:54;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1145,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-136__FE0D92C;PC-CORP-136;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;FE0D92C;FUJITSU;29.01.2020 13:08:02;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1146,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-137__8071178;PC-CORP-137;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;8071178;FUJITSU;29.01.2020 13:08:04;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1147,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-138__0C3BBA8;PC-CORP-138;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;0C3BBA8;wortmann;29.01.2020 12:37:38;System Product Name;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1149,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-139__0C3BBA8;PC-CORP-139;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;0C3BBA8;wortmann;29.01.2020 12:35:52;System Product Name;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1150,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-140__0C3BBA8;PC-CORP-140;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;0C3BBA8;wortmann;29.01.2020 12:34:36;System Product Name;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1151,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-141__;PC-CORP-141;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;;FUJITSU SIEMENS;29.01.2020 12:35:26;D2841-A1;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1152,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-142__0C3BBA8;PC-CORP-142;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;0C3BBA8;wortmann;29.01.2020 12:35:42;System Product Name;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1153,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-143__915C1F5;PC-CORP-143;Arbeitsstation;COMPANY\user106;Microsoft Windows 7 Professional;64-Bit;915C1F5;HP;29.01.2020 11:31:49;HP 250 G5 Notebook PC;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1154,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-144__AF7589C;PC-CORP-144;Arbeitsstation;COMPANY\user107;Microsoft Windows 7 Professional;64-Bit;AF7589C;HP;22.01.2020 02:23:09;HP 250 G5 Notebook PC;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1155,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-145__D29B125;PC-CORP-145;Arbeitsstation;COMPANY\user108;Microsoft Windows 7 Professional;64-Bit;D29B125;HP;21.01.2020 09:24:58;HP 250 G5 Notebook PC;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1156,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-146__A8DC0B6;PC-CORP-146;Arbeitsstation;COMPANY\user107;Microsoft Windows 7 Professional;64-Bit;A8DC0B6;HP;29.01.2020 06:26:46;HP 250 G5 Notebook PC;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1157,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-123__3B018DD;PC-CORP-123;Arbeitsstation;COMPANY\user104;Microsoft Windows 7 Professional;64-Bit;3B018DD;VMware, Inc.;30.10.2019 06:54:25;VMware Virtual Platform;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1159,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-147__384E44D;PC-CORP-147;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;384E44D;FUJITSU;29.01.2020 13:07:47;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1160,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-148__CAFF68C;PC-CORP-148;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;CAFF68C;FUJITSU;29.01.2020 13:07:58;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1161,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
